ISO3,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
GAB,146.7791357,125.8403843,123.2996948,119.8311198,171.9429128,170.6670701,190.3296062,188.8741103,153.554457,180.4697841,226.0422634,207.2423056,205.8175083,201.3944758,211.3499329,246.1031359,262.3000266,266.1871903,314.6374066,256.1880396,295.0382859,325.7325439,324.672802,313.3358784,305.8664916,291.2216719,282.6792418,271.6261597,274.4210815,273.3522034,262.6354675,244.9225464,260.5147901,232.7143268
GBR,0.630602,0.649129,0.655742,0.658066,0.653286,0.713383,0.713109,0.708803,0.720718,0.725819,0.704522,0.694477,0.689877,0.69584,0.68782,0.707619,0.696492,0.709077,0.701691,0.710094,0.702364,0.706052,0.701634,0.695248,0.698444,0.692551,0.688603,0.684601,0.687714,0.669665,0.653446,0.644896,0.651256,0.667418
GEO,5.43E-07,8.52E-07,1.18E-05,0.001784891,0.107326982,0.276193435,0.387937986,0.406283489,0.429652156,0.464873913,0.475842923,0.490374654,0.511452353,0.518733335,0.547752183,0.573243106,0.603069037,0.642750864,0.691090327,0.672184336,0.758468684,0.811295331,0.743673982,0.725892426,0.724575738,0.755844017,0.750560318,0.808301926,0.810541391,0.797049463,0.796508133,0.86562115,0.874471557,0.864621897
GHA,0.017222948,0.019998354,0.021732925,0.027971677,0.035638295,0.049931998,0.068568452,0.080522055,0.09320236,0.104741619,0.130311081,0.171814002,0.207790473,0.262257704,0.292038899,0.325531873,0.356179061,0.402630687,0.471694217,0.542248034,0.624646347,0.697181165,0.760881671,0.871647762,1.025692312,1.231947858,1.492734307,1.693591118,1.819233775,1.900217533,2.032516718,2.148745775,2.572854461,3.303536468
GIB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GIN,458.16168,557.5960871,688.1177706,676.7137012,672.0280517,697.4004006,695.4499383,693.4651261,708.5571183,728.2077583,756.9395907,753.2436871,744.9273859,846.733341,960.7905947,1186.749277,1583.931752,1752.174515,2006.223348,2029.2382,2327.710314,2485.900879,2729.403404,2806.856478,2865.039211,2899.107852,2831.134954,2819.405518,2956.568604,3049.657715,3024.846191,3108.34375,3223.079652,3339.638799
GMB,2.362228505,2.473609349,2.590692232,2.66084335,2.703626172,2.753054669,2.782278726,2.840272524,2.879417464,2.962483776,2.961087124,3.333911171,3.811568573,4.761591851,9.00440433,9.089820791,8.932806529,9.081142668,9.130067861,9.483642425,9.898633802,10.14197159,10.75930175,11.71617441,12.25860851,13.23113423,14.00850761,14.68756771,14.72011948,15.25997925,14.65876198,14.74182224,14.96234859,16.30165251
GNB,26.57381555,43.15646903,69.61366199,101.3627228,122.3173122,173.3943533,237.0829662,312.627709,341.120737,294.5771733,221.9951712,225.2742354,229.3123498,223.590177,205.8014733,205.7594853,191.1340537,197.2397567,218.2086916,208.5753034,216.8175827,230.3917694,231.436308,228.2490677,221.1271997,220.4530136,220.7736592,218.4277802,218.2228546,211.4972992,208.3401642,203.7161255,204.2090595,210.8402936
GNQ,140.0164036,140.2470531,115.9729139,110.2366625,134.4038987,141.7550768,140.3496919,119.8312467,81.09402931,111.273891,159.4725892,137.2899406,133.0492139,131.3025777,149.5023532,206.676453,226.5103474,227.2345757,267.1704059,210.2215871,259.4277081,297.509491,294.4496435,288.524324,282.4884764,275.2568406,265.2820446,245.9704742,244.4173737,242.3279877,242.5738525,228.967514,256.1258494,228.9295371
GRC,0.335725,0.389002,0.43662,0.48805,0.531278,0.57132,0.601599,0.627288,0.64792,0.67328,0.669688,0.668452,0.662967,0.685044,0.694494,0.708976,0.692459,0.718154,0.707951,0.704453,0.722101,0.713163,0.684663,0.631286,0.611135,0.60907,0.58858,0.575041,0.564857,0.540972,0.530251,0.520093,0.509116,0.516235
GRD,1.652636026,1.705198751,1.734086858,1.725839088,1.743675588,1.760010689,1.77456908,1.775620295,1.786401569,1.781229723,1.788670759,1.786790054,1.765996049,1.730470035,1.719382734,1.708617987,1.734288588,1.727706403,1.828070508,1.816684573,1.80348339,1.770994782,1.810889109,1.790002905,1.763326754,1.776404427,1.781242962,1.750419497,1.704187632,1.717703104,1.686156631,1.698250771,1.612322321,1.600299519
GRL,5.539993249,5.531604833,5.491952053,5.420691109,5.332226616,5.3300949,5.285568901,5.221775712,5.214265622,5.196031685,5.18815105,5.246529693,5.32655945,5.564678151,5.389779576,5.057168819,5.015691885,4.881067915,4.692386551,4.921923262,4.961424884,5.001331695,5.079063626,5.047375857,5.010101847,5.368323272,5.505918886,5.585740089,5.572713683,5.532531364,5.516859437,5.27412653,,
GTM,1.001899841,1.288695581,1.371634308,1.53421509,1.678226583,1.786240318,1.910243722,2.032922344,2.201359153,2.28007663,2.381854818,2.50626116,2.627563387,2.691901309,2.779319312,2.847578702,2.899994969,3.024400937,3.246373024,3.342631437,3.472164811,3.636532545,3.547114411,3.51432478,3.463215908,3.336025779,3.353478465,3.324187033,3.290556803,3.228698042,3.158255755,3.213164806,3.188648376,3.227963678
GUM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GUY,17.27428062,39.18937992,42.64622592,48.72031063,55.60711189,61.1925238,62.45435259,62.28171165,63.41879427,69.54424333,72.48258557,71.11467687,71.86028855,73.79413574,76.73051323,80.0761634,82.05193841,90.02738809,96.76489997,97.28070094,99.93049395,100.2694702,104.6980572,101.9079324,101.3754122,102.0947966,105.2706123,104.2122955,100.9724655,100.8698196,83.99428558,89.91506958,94.07080731,77.82059425
HIC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HKG,5.755598977,6.076200635,6.528924313,6.927060766,7.210963867,7.355251553,7.647986818,7.95140961,7.958962897,7.526481697,7.109962121,6.830043402,6.496734696,5.988204517,5.621994925,5.442900282,5.251830944,5.273725684,5.240338035,5.188659737,5.140234933,5.232639313,5.463108596,5.565658854,5.734369908,5.869123013,5.980741949,6.070400238,6.247290611,6.18961668,6.147001743,5.872040749,5.578505427,5.552944236
HND,1.969911216,2.406299684,2.439127163,2.64256477,3.139423478,3.804144322,4.415418366,5.05117305,5.509474021,5.844156203,6.266596382,6.624056711,6.857435145,7.111992519,7.372601417,7.668813029,7.837302419,8.136134537,8.604203191,9.205965262,9.520735947,10.05656147,10.32342836,10.23821178,10.2576083,10.28602947,10.15939882,10.08325863,10.45760155,10.60140419,10.53457642,10.58992386,10.81463794,11.07900078
HPC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HRV,0.000840774,0.001620812,0.011011231,0.168528141,0.349412437,0.422764568,0.431668532,0.45451008,0.484991721,0.497224288,0.502556415,0.513992287,0.505079799,0.528744756,0.531954611,0.543306229,0.519494341,0.512936403,0.513968934,0.510020915,0.514214892,0.498088128,0.486340311,0.474524449,0.470334009,0.46620587,0.448887639,0.441300421,0.439481678,0.420483275,0.410348969,0.407480861,0.418247328,0.432290263
HTI,1.767390763,1.959349621,2.316230179,2.677483958,4.108112315,4.666072777,5.039329471,5.584384696,6.304139305,6.653258579,7.225191466,8.002223408,8.685161308,10.04883718,11.67461601,12.45982655,13.72105046,13.90847859,15.37513556,17.05369298,18.09471033,18.49496269,20.00017616,20.66374719,21.18490118,22.64506787,24.46493118,27.42480278,30.61845398,35.14567566,41.55395889,47.49952698,57.77691049,73.31135387
HUN,22.92519996,30.095271,35.753719,42.357542,49.55526,61.5129,73.882904,87.398455,97.823073,104.545883,110.072623,114.406399,118.141282,122.005454,128.378355,130.929945,131.491355,134.036374,131.005355,127.694039,126.432497,124.271836,125.623608,124.979432,129.414974,132.55351,132.033797,136.036522,139.092451,138.79714,141.838435,147.108198,156.944391,170.212279
IBD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IBT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IDA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IDB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IDN,349.7309902,368.4179359,386.4644282,449.820132,474.6656682,510.8611763,545.204682,603.3401276,1045.728708,1177.158453,1386.451585,1549.758991,1616.020707,1671.694194,1767.11688,1958.95419,2168.060922,2348.526121,2722.326442,2929.523479,3336.15075,3512.753906,3577.518924,3781.778237,4056.662662,4390.646497,4566.570668,4756.168945,4833.599121,4847.445313,4791.006836,4808.429199,4921.885339,4821.594574
IDX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IMN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IND,5.495488411,6.046729059,6.442023206,6.913450316,7.444461724,7.952394189,8.400987207,8.793419976,9.392231585,9.545346381,9.674133405,9.765331406,9.973197288,10.15838199,10.45874648,10.71089194,11.26336361,11.72780222,12.56398134,13.36609206,14.59563226,15.5495491,16.13566331,17.28834281,18.30076662,19.11544121,19.7442391,20.45557785,20.47459602,20.23950005,20.31936646,20.72789574,20.67105861,20.21662675
INX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IRL,0.784333,0.772343,0.77637,0.797646,0.794203,0.801493,0.80763,0.834603,0.86336,0.913882,0.943829,0.969344,0.981997,1.00388,0.991124,1.011707,0.978238,0.957575,0.944447,0.901311,0.84965,0.831513,0.823072,0.811228,0.819041,0.809686,0.794289,0.794405,0.792214,0.794143,0.775446,0.755709,0.737879,0.751366
IRN,96.67392178,117.4664945,148.5477768,217.5126301,285.2277212,385.3562521,487.5427488,553.7005311,598.9150411,777.8113136,950.1902584,1066.847803,1347.607351,1495.116074,1815.707026,2115.534365,2351.517181,2814.676293,3297.803092,3428.307983,3925.111954,4758.869629,6093.5625,8503.84668,9758.553711,10701.56152,11796.81055,13061.29492,16923.19922,23549.04102,32954.58594,50488.17188,71026.72848,91081.21115
IRQ,,0.886890152,1.773286543,3.7150672,18.0574437,69.92713963,60.05590097,113.056724,94.06786569,158.7488609,193.4390518,152.9576645,162.9099985,181.8958206,207.7981355,273.7274803,326.731414,364.0559773,464.9530605,371.8948655,428.3741289,523.34021,524.5026705,528.6354101,553.360836,555.2675008,563.8148325,552.9022827,554.9608765,547.3392334,484.26474,554.4653931,657.8196101,519.2398195
ISL,67.341808,70.58806,71.3958,71.020242,71.345633,71.975026,74.146397,73.678059,76.663296,79.246596,84.722798,88.294875,91.105413,92.603085,93.284087,95.840665,101.633396,107.33647,114.527003,121.97951,132.90391,135.152004,136.96767,137.022617,138.547869,141.974926,140.02995,138.277175,140.970278,138.667852,143.25338,141.919971,138.343002,140.155004
ISR,1.709394,1.986318,2.176237,2.361609,2.602139,2.779842,2.981079,3.168948,3.348368,3.504641,3.432626,3.415999,3.462676,3.624965,3.535956,3.716937,3.807122,3.738271,3.867205,3.989863,3.990721,3.944763,3.955358,3.839566,3.940387,3.923925,3.788511,3.751633,3.784664,3.816864,3.746701,3.650573,3.539881,3.586914
ITA,0.691921,0.720028,0.734736,0.745614,0.755886,0.776826,0.797961,0.804355,0.799838,0.806447,0.805259,0.816275,0.823489,0.833418,0.851839,0.855139,0.822847,0.809197,0.783694,0.771345,0.773262,0.758687,0.747731,0.737299,0.739644,0.738694,0.700544,0.689895,0.681219,0.647298,0.632292,0.617429,0.595658,0.604018
JAM,2.745368928,4.066499184,6.36285169,9.49771782,12.19187558,14.9491874,17.45092875,18.80347977,20.14399295,21.23664439,22.96478771,24.21254215,26.00781276,28.46890939,31.28824414,33.81631746,35.70729576,38.70113717,43.11323953,47.84364606,51.90640859,53.8049469,56.60693584,59.61132214,63.1997713,65.90626964,66.67552449,68.5327301,71.63314056,74.13214111,77.28101349,81.32698059,85.70082771,92.35014223
JOR,0.176581997,0.180089399,0.187942122,0.189041194,0.197789497,0.197378606,0.197796895,0.196865726,0.206367049,0.202728068,0.197417155,0.194564006,0.193357997,0.193685932,0.194451689,0.192323109,0.206438246,0.211140795,0.256088068,0.262565088,0.280366412,0.290935189,0.303982846,0.311815298,0.325406556,0.320099445,0.323572038,0.311540961,0.32549578,0.314005554,0.298109263,0.3234725,0.31005356,0.30446878
JPN,187.613076,186.74709,185.648576,182.308239,178.830028,174.240281,170.344605,168.301729,166.384091,162.03574,154.691385,149.641888,143.774205,139.579081,134.401332,129.551955,124.448861,120.319482,116.845814,115.219075,111.709563,107.454281,104.273972,101.302673,103.052076,103.469437,105.519502,105.101901,104.158636,103.231509,100.742048,98.690527,94.935505,94.677395
KAZ,0.000686289,0.001303492,0.020037097,0.262957767,4.239670683,10.83367225,14.77739154,16.87090162,17.62815778,19.69056116,22.60976239,24.35764895,25.37682343,27.8066964,31.4467386,35.94087887,42.37982777,47.66871612,56.55916419,58.84943076,69.50526623,82.09009552,83.87394236,86.32041979,92.95147681,100.5485038,111.098913,121.6137848,130.108551,126.1687546,124.8751755,129.0630035,144.4095623,152.3542149
KEN,8.464453819,9.213628417,10.7106688,13.15141697,15.06759361,16.41418464,17.58853709,19.26756522,20.37410024,20.9323641,21.71317434,21.5690799,21.43723034,22.32499695,23.28978148,23.68816747,24.76887204,26.07598801,29.45921306,32.68587101,32.82276697,35.39612198,38.14916244,38.00678073,38.80719425,39.74619238,40.27688517,41.27944946,42.1700058,42.65595245,42.81653976,42.33165359,41.92342368,43.12245917
KGZ,0.003831634,0.008701326,0.079128921,0.660444935,1.816243838,2.526654825,3.358167965,3.9386943,4.248482291,5.763269817,7.166342425,7.522465858,7.557376796,7.705616338,7.887179589,8.192553052,8.693861818,9.723766735,11.65935569,12.05549018,13.10585275,15.727808,15.30660047,15.37130277,16.04632376,17.16017107,16.75466136,16.97979164,18.4928894,18.70968056,18.3638649,19.918993,22.2667205,24.3658327
KHM,86.81178392,174.1915746,298.7615593,605.2842707,948.0030141,1002.856115,1014.69114,1057.389973,1153.942882,1152.195774,1078.41638,1082.58075,1073.617127,1071.755753,1094.034885,1125.23465,1142.124251,1184.477729,1304.487416,1328.96003,1353.976763,1371.235352,1342.429684,1351.397929,1403.651317,1419.624906,1431.956435,1464.890991,1468.921753,1468.902588,1433.769165,1426.959839,1387.358418,1370.479956
KIR,0.526029273,0.607779512,0.761343975,0.77027677,0.783443151,0.753532219,0.827509927,0.8352242,0.875443365,0.904907696,0.890833123,0.878855372,0.932539179,0.996829255,0.936489281,0.942423947,0.862658588,0.902330393,0.967816744,0.984318642,0.962676747,0.961621382,0.938775466,0.898365058,0.925986847,0.945663065,0.952445144,0.945901426,0.961692389,0.912577212,0.941358622,0.983862196,0.896498866,0.893225827
KNA,1.486415004,1.487240404,1.53113194,1.525456217,1.58724382,1.566828466,1.548596144,1.597169681,1.623645736,1.64549802,1.638136712,1.665120424,1.696634744,1.691561465,1.710506035,1.631574157,1.807015567,1.870618165,1.862449637,1.907352163,1.89443693,1.961193919,2.017936954,2.037258886,2.040409253,2.042147869,2.046675735,2.050651789,2.007921219,1.961321473,1.863400578,1.843171954,1.780822192,1.823017131
KOR,559.920181,591.112647,622.893976,646.528116,684.657732,717.702429,733.769744,750.208045,775.06307,754.89297,747.736794,756.699134,769.77179,791.293714,794.711552,788.920135,772.216161,770.085526,785.717886,828.420848,840.991702,854.585723,854.887268,869.081422,871.878106,857.483387,858.809687,872.624771,854.871397,847.547829,829.359157,827.274374,810.430886,800.348017
KWT,0.102395791,0.099013503,0.098582858,0.089187089,0.082196328,0.08441338,0.095753082,0.089691305,0.07347797,0.08555892,0.100833009,0.091000942,0.094221733,0.096944074,0.105140523,0.124138377,0.139905009,0.14208186,0.165411516,0.136176178,0.149479689,0.171689406,0.177855684,0.183309784,0.184760306,0.198600795,0.197206611,0.189230144,0.188494757,0.189867646,0.186391652,0.202588081,0.233435362,0.204475957
LAC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LAO,140.3834751,153.4057887,158.9778157,172.6629629,182.0714525,213.4377566,238.3685744,279.6767281,510.2811593,1147.075948,1399.816699,1490.394416,1560.317216,1735.908977,1871.167746,1971.041561,2118.678026,2216.228011,2367.05599,2283.567563,2463.637223,2666.534912,2618.479391,2719.065473,2747.665717,2832.497581,2775.053749,2808.074951,2855.975342,2902.381348,2953.514404,3031.696777,3279.037132,3936.354473
LBN,183.5215365,262.115678,505.9745722,616.553627,651.1950096,705.934905,705.2925817,773.3942923,795.5279773,790.8037808,757.141205,729.1748966,753.351915,750.4481037,721.7734875,692.3969663,677.5991162,680.3941436,717.8198612,786.7915606,781.8423633,788.7518065,786.1339199,754.1724728,707.7688883,682.2181284,643.8123447,619.0128895,629.0792236,637.4685059,1261.380493,4099.507813,8125.001035,
LBR,0.219786316,0.224384433,0.217052427,0.227029931,0.234163377,0.244287085,0.253006771,0.22382404,0.206580669,0.205567583,0.309184509,0.304553125,0.295716115,0.33497268,0.381192701,0.371415035,0.393217183,0.428853877,0.493647428,0.47726252,0.502238238,0.545838708,0.551767137,0.522556696,0.498116481,0.516691388,0.479498014,0.41999536,0.384615516,0.346489368,0.371666181,0.433967147,0.440555981,0.439516464
LBY,0.107222871,0.098397576,0.105053298,0.104297821,0.106995893,0.114845511,0.125933185,0.136686386,0.126209291,0.161755763,0.179220682,0.187867275,0.235397968,0.263995062,0.315196149,0.392923049,0.45618053,0.454981899,0.552215655,0.412461171,0.486070535,0.592176242,0.704332749,0.718589882,0.648675126,0.575411508,0.616923074,0.770584822,0.809508692,0.860261436,0.843019121,1.762639523,2.028069286,1.796143829
LCA,1.601670198,1.634212892,1.625685897,1.603993606,1.610958846,1.657797386,1.621430756,1.639749218,1.660932377,1.675957714,1.704452717,1.651714227,1.633135666,1.685188203,1.652679605,1.712954944,1.747714219,1.762716348,1.773197591,1.767939788,1.841433277,1.829693198,1.859854007,1.845718451,1.883000914,1.944125262,1.876491622,1.896934867,1.803174615,1.701983571,1.522911668,1.47842586,1.494186396,1.502117281
LCN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LDC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LIC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LIE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LKA,9.956479794,10.65396163,11.39612772,12.23261325,13.14709455,14.07511523,15.3172616,16.40141203,17.71358747,18.19349537,19.08519733,19.62600381,20.89330013,22.28128221,23.60754015,25.27466948,27.28352212,30.29033203,34.56978009,36.37806966,38.56461533,39.28888702,41.43121018,42.90531364,44.24623885,45.11238913,46.1923261,49.27409363,49.96760178,51.70858765,55.16009521,55.52654648,76.49543422,86.73531779
LMC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LMY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LSO,1.115999134,1.271936292,1.416941338,1.540511864,1.625451208,1.79611846,1.869692612,2.003765196,2.178104494,2.322348166,2.413979815,2.631679777,2.959569197,2.973050184,3.173145997,3.258904974,3.455770908,3.13977595,3.595466646,3.657224393,3.806158747,4.080752373,4.364680769,4.375665259,4.59576909,4.713989734,4.962021791,5.440633297,5.88551569,6.087206364,5.907959938,6.194139481,6.01523601,5.798235385
LTE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LTU,0.001313111,0.004170391,0.04249975,0.168634439,0.266874405,0.360843,0.422402,0.463889,0.472603,0.461163,0.451668,0.432748,0.420731,0.403968,0.414026,0.435161,0.446252,0.470091,0.492826,0.469406,0.450453,0.45192,0.452656,0.443345,0.442623,0.445856,0.438439,0.442719,0.44662,0.431815,0.433452,0.43449,0.466993,0.483176
LUX,0.926284,0.912317,0.925252,0.957812,0.971006,0.973243,0.975032,0.973729,0.964402,0.95763,0.955731,0.963365,0.956996,0.964662,0.951181,0.946363,0.916696,0.921209,0.900045,0.903032,0.925799,0.905099,0.90679,0.895254,0.884138,0.881261,0.851894,0.84831,0.848866,0.829429,0.838162,0.819534,0.810536,0.82753
LVA,0.004731845,0.012018655,0.121327098,0.182154349,0.243,0.296252,0.328142,0.341948,0.353089,0.354316,0.36081,0.353323,0.360954,0.378205,0.399322,0.438592,0.488891,0.565681,0.575539,0.521144,0.487088,0.498505,0.506202,0.499269,0.497562,0.497568,0.484533,0.484536,0.489931,0.479802,0.469668,0.481173,0.496877,0.5045
MAC,2.782391421,3.004961107,3.371055559,3.607051094,3.770143387,3.994952614,4.012051176,4.009517007,3.887998008,3.788072346,3.639495305,3.506703303,3.406858295,3.342587255,3.318003554,3.396255363,3.549822696,3.759016913,4.059453705,4.071772381,4.215608495,4.439786911,4.565290928,4.643870831,4.860661983,5.137023449,5.117854118,5.154916286,5.212246777,5.243464455,5.162554779,4.897174411,4.632518544,4.761460759
MAF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MAR,4.057606446,4.136673235,4.230061821,4.257526254,4.195838068,4.419474633,4.358919388,4.315595359,4.284333055,4.219475448,4.053081841,3.988187345,3.964842922,3.921533348,3.8537282,3.769684033,3.709766647,3.726463992,3.832623081,3.791890559,3.770619256,3.67227602,3.736094319,3.766649918,3.990338816,3.939055643,3.922472086,3.937086105,4.213162422,4.192975521,4.028110504,3.946280718,3.799199333,3.818927832
MCO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MDA,0.000742998,0.001723619,0.017611019,0.165229824,0.608989871,0.827546376,1.039012532,1.149103945,1.243849858,1.714413422,2.134588616,2.339955842,2.530587515,2.850505999,2.997571077,3.178022971,3.496624395,3.945985457,4.229276295,4.294537982,4.712711234,4.995654106,5.025430163,5.01984435,5.342622212,5.625626285,5.493488944,5.677343369,5.884372711,5.771692753,5.603167534,5.946758747,6.625217066,6.948880475
MDG,83.58747069,87.75817757,98.30200209,105.6187818,143.7328144,209.8146488,246.7581751,253.4715026,266.2200501,281.3772262,306.9798713,323.9880911,371.6656842,358.2593167,397.566369,456.2686633,490.2697727,526.4457847,555.1607607,589.9897897,642.4702827,694.8626709,740.1117444,771.836097,814.7194089,872.8717767,923.4951219,990.8403931,1079.0802,1121.694458,1145.665649,1173.855225,1188.000549,1248.82975
MDV,2.018254173,2.347663032,2.585557367,2.807400903,2.978512304,2.939739897,3.021310786,3.091879192,3.022722788,3.062608696,3.055637391,4.509204355,4.462295399,4.396292514,4.708002334,4.982931659,5.295125847,5.70837421,6.24817281,6.980667091,7.124127891,7.861625671,8.157437392,8.253084598,8.183590072,8.2912451,8.14523105,8.180505753,8.028241158,7.82544136,8.471082687,8.210669518,7.915569712,7.85656492
MEA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MEX,1.349533,1.608899,1.799743,2.08436,2.211403,3.006586,3.740756,4.329472,4.954133,5.63367,6.078397,6.32926,6.553697,6.647216,6.998924,7.126862,7.12989,7.367679,7.469532,7.492563,7.727342,7.673013,7.858708,7.884359,8.045318,8.327595,8.446043,8.913552,9.276363,9.528366,9.814966,9.941686,9.681626,9.65993
MHL,0.834601571,0.848023224,0.854118102,0.85965319,0.863772915,0.869783465,0.878027582,0.914511153,0.928593401,0.938638056,0.907606427,0.88479589,0.9063071,0.897171108,0.890927538,0.880801996,0.884174212,0.874244676,0.904623527,0.894756408,0.892484195,0.938595164,0.978469284,0.95697239,0.949708356,0.910566955,0.968259404,0.9719187,0.92668725,0.873145478,0.920480419,0.932033025,0.880012328,0.90270995
MIC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MKD,0.048216404,0.090443267,1.21293671,6.423430611,15.84145702,18.16808982,18.35258052,18.75036611,18.75161207,19.03919586,19.94377217,20.49553948,19.63417085,20.09957559,19.26140448,19.29373326,18.88567432,19.50950753,19.2643111,18.364957,18.73435158,19.29061052,19.00454092,19.10633876,18.9972554,19.44201226,18.95938822,18.97197096,18.95237191,18.25664568,18.06384025,17.7484897,18.13368174,18.65168287
MLI,129.2301792,117.732584,115.9598559,116.9394223,159.7915416,181.2526571,175.0533328,181.6885309,182.7947716,174.4494369,169.5281808,173.5514818,176.8991369,160.3000854,161.7198934,168.5663303,171.122263,174.1975004,183.3403153,190.66387,196.5971287,216.0901642,223.8343599,216.3171303,214.2180457,212.6414644,204.2139066,205.8392029,206.1663818,201.9513855,201.4440308,203.7225342,201.223243,199.6970031
MLT,0.569641363,0.569470896,0.576573015,0.579300033,0.587391249,0.579825172,0.576453735,0.575265065,0.580713388,0.583355754,0.579981396,0.588925669,0.570763417,0.573870642,0.566247304,0.572736057,0.571621256,0.567990907,0.571567121,0.569481966,0.572601081,0.574181531,0.579760032,0.577507649,0.586400998,0.599742644,0.583039876,0.586479303,0.586759201,0.563557977,0.557568015,0.552444223,0.553641521,0.561048151
MMR,8.650965026,10.35527347,12.32618018,16.40548672,19.60914865,22.97107532,27.75490818,36.5049552,49.03189036,59.29388398,59.40786139,72.53418173,101.0716943,119.4299704,120.4906963,139.2159151,163.8177282,197.207773,219.8293516,229.1406494,242.3344525,261.7839355,267.4871644,278.540663,293.9769791,318.9356655,347.0122667,366.6393127,343.6014404,350.6853333,354.559967,410.4725952,407.1083572,422.3180628
MNA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MNE,,,,,,,,0.210336856,0.204201568,0.225835356,0.293479398,0.314847978,0.308192965,0.335972812,0.347136625,0.355414712,0.337302092,0.35037375,0.364062815,0.371858837,0.370064789,0.363822701,0.369788459,0.364024073,0.361811433,0.359664862,0.349155744,0.350987301,0.348377363,0.329704,0.320737542,0.326492326,0.338917785,0.355971914
MNG,1.753478738,3.278936783,8.774193373,35.90381553,57.76356337,90.67783236,98.67146285,118.0204731,114.4542452,125.1380518,137.0497867,148.0361792,155.0560581,167.6191574,190.4752183,221.8032241,262.4762532,285.269786,339.9075679,343.9949773,473.0174579,533.5269775,578.898302,633.386281,688.1736089,723.2398955,737.0713621,801.6688232,824.5257568,851.149353,822.0648193,870.1847534,956.9559624,1103.340171
MNP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MOZ,0.844097821,1.315030226,1.771867119,2.47434559,3.639766647,5.399573202,7.891067891,8.575308114,9.002242168,9.670003541,10.55415569,11.84750931,12.81322508,13.02253943,13.41632314,13.96210478,14.5550127,15.22488254,15.7067671,15.84017313,16.84645773,16.89354134,18.08286188,18.55586628,18.74829903,18.52346546,20.18601276,23.34384537,23.55126572,23.37877464,22.75609589,22.90715408,22.77017524,23.45702823
MRT,3.726701223,3.990890967,4.126019659,4.510631019,4.90621981,4.942031649,4.943307983,5.446394189,6.37964315,6.590971727,6.854338861,7.093980621,7.45448431,7.638054452,8.251577599,9.167644258,10.14655945,10.75770139,11.6853873,11.57207085,13.98764814,15.88449257,15.3115702,14.39916433,13.41659545,12.6922364,11.78230238,10.79906845,11.32204723,11.55683422,11.63316822,12.03512001,11.44988726,11.34488067
MUS,7.639758745,8.022735229,8.26405887,8.817030838,9.198616455,9.496523714,9.978786285,10.31195265,10.9074486,11.46207693,11.59038091,12.04155638,12.59473351,13.04540233,13.5734177,13.68036805,14.54087301,15.3335491,15.89918971,15.69835266,15.6845694,15.85335922,16.4036141,16.44904951,16.64886072,16.65629111,16.34486294,16.54456711,17.12804413,16.8357048,16.62539482,16.629076,17.02132433,17.51987529
MWI,1.464685441,1.636372649,1.812324207,2.26915407,2.803180906,4.865766168,7.279509407,8.647070027,10.22255301,14.08070716,17.97298067,22.08090866,35.2594987,38.15419661,42.67133787,45.81815974,53.32241441,54.04428726,59.36668291,63.66387922,70.52742878,78.76928711,95.0219592,116.2247771,149.4388837,192.1409471,229.4150819,262.3086548,286.320282,298.6713562,298.3864441,294.8579102,335.4348912,418.3092354
